event_id,title,url,start_dt_iso,start_date,start_time,segment,genre,subgenre,price_min,price_max,currency,venue,city,state,country,lat,lon,source,raw_market,start_ts,price_use
LvZ18QGBq_Q2gTZZvkftz,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T18:10:00Z,2025-11-08,13:10:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 18:10:00+00:00,
LvZ18QGB4A12gTZZvkKDV,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-08T18:30:00Z,2025-11-08,13:30:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 18:30:00+00:00,
LvZ18QGBq_Q2gTZZvkfty,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T18:40:00Z,2025-11-08,13:40:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 18:40:00+00:00,
LvZ18QGB4A12gTZZvkKDg,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-08T19:00:00Z,2025-11-08,14:00:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 19:00:00+00:00,
LvZ18QGBq_Q2gTZZvkftB,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T19:10:00Z,2025-11-08,14:10:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 19:10:00+00:00,
LvZ18QGB4A12gTZZvkKDU,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-08T19:30:00Z,2025-11-08,14:30:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 19:30:00+00:00,
LvZ18QGBq_Q2gTZZvkftD,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T19:40:00Z,2025-11-08,14:40:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 19:40:00+00:00,
LvZ18QGB4A12gTZZvkKDM,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-08T20:00:00Z,2025-11-08,15:00:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 20:00:00+00:00,
1778vxG62kHJfCx,Calgary Wranglers vs San Jose Barracuda - Hockey Fights Cancer,https://www.ticketmaster.ca/calgary-wranglers-vs-san-jose-barracuda-calgary-alberta-11-08-2025/event/110062F1BC9943A2,2025-11-08T20:00:00Z,2025-11-08,13:00:00,Sports,Hockey,AHL,,,,Scotiabank Saddledome,Calgary,AB,CA,51.03856260,-114.05248790,ticketmaster,,2025-11-08 20:00:00+00:00,
1kG8vNoyGA1AAJX,NSL Playoffs Semi-Finals: Ottawa Rapid FC v. Vancouver Rise FC,https://www.ticketmaster.ca/nsl-playoffs-semifinals-ottawa-rapid-fc-ottawa-ontario-11-08-2025/event/310063479A1459BE,2025-11-08T20:00:00Z,2025-11-08,15:00:00,Sports,Soccer,Soccer,,,,The Stadium at TD Place,Ottawa,ON,CA,45.39911174,-75.68335822,ticketmaster,,2025-11-08 20:00:00+00:00,
LvZ18QGBq_Q2gTZZvkftH,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T20:10:00Z,2025-11-08,15:10:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 20:10:00+00:00,
LvZ18QGB4A12gTZZvkKDz,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-08T20:30:00Z,2025-11-08,15:30:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 20:30:00+00:00,
LvZ18QGBq_Q2gTZZvkftW,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T20:40:00Z,2025-11-08,15:40:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 20:40:00+00:00,
LvZ18QGB4A12gTZZvkKDy,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-08T21:00:00Z,2025-11-08,16:00:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 21:00:00+00:00,
1Ad7ZbsGkSPPSxp,Varsity Volleyball: Algonquin Wolves vs. Loyalist Lancers,https://www.ticketmaster.ca/varsity-volleyball-algonquin-wolves-vs-loyalist-ottawa-ontario-11-08-2025/event/3100631CE5973896,2025-11-08T21:00:00Z,2025-11-08,16:00:00,Sports,Volleyball,Volleyball,,,,Jack Doyle Athletics and Recreation Centre,Ottawa,ON,CA,45.34999645,-75.75616648,ticketmaster,,2025-11-08 21:00:00+00:00,
LvZ18QGBq_Q2gTZZvkftX,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T21:10:00Z,2025-11-08,16:10:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 21:10:00+00:00,
LvZ18QGB4A12gTZZvkKDB,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-08T21:30:00Z,2025-11-08,16:30:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 21:30:00+00:00,
LvZ18QGBq_Q2gTZZvkftT,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T21:40:00Z,2025-11-08,16:40:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 21:40:00+00:00,
177ZvxG6GUR4wqF,Romesh Ranganathan,https://www.ticketmaster.ca/romesh-ranganathan-toronto-ontario-11-08-2025/event/100062CDAF572748,2025-11-08T22:00:00Z,2025-11-08,17:00:00,Arts & Theatre,Comedy,Comedy,,,,The Elgin & Winter Garden Theatres,Toronto,ON,CA,43.65291940,-79.37945170,ticketmaster,,2025-11-08 22:00:00+00:00,
LvZ18QGB4A12gTZZvkKDD,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-08T22:00:00Z,2025-11-08,17:00:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 22:00:00+00:00,
LvZ18QGBq_Q2gTZZvkfnZ,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T22:10:00Z,2025-11-08,17:10:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 22:10:00+00:00,
LvZ18QGB4A12gTZZvkKDH,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-08T22:30:00Z,2025-11-08,17:30:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 22:30:00+00:00,
LvZ18QGBq_Q2gTZZvkfnv,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T22:40:00Z,2025-11-08,17:40:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 22:40:00+00:00,
LvZ18QGB4A12gTZZvkKDW,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-08T23:00:00Z,2025-11-08,18:00:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 23:00:00+00:00,
LvZ18QGBq_Q2gTZZvkfne,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T23:10:00Z,2025-11-08,18:10:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 23:10:00+00:00,
rZ7HnEZ1AKPKuV,TMU Bold vs Guelph (Men's Hockey),https://www.ticketweb.ca/event/tmu-bold-vs-guelph-mens-mattamy-athletic-centre-tickets/13953374,2025-11-08T23:15:00Z,2025-11-08,18:15:00,Sports,Hockey,,9.0,14.0,CAD,Mattamy Athletic Centre,Toronto,ON,CA,43.662302,-79.379993,ticketmaster,,2025-11-08 23:15:00+00:00,9.0
rZ7HnEZ1Af4opK,"""Space of Sound"" presents a tribute to the Red Hot Chili Peppers w/ guests Eleven Minutes Late & Lio and the Strays",https://www.ticketweb.ca/event/space-of-sound-presents-a-sneaky-dees-concert-venue-tickets/14551593,2025-11-08T23:30:00Z,2025-11-08,18:30:00,Music,Alternative,Alternative,16.48,16.48,CAD,Sneaky Dee's Concert Venue,Toronto,ON,CA,43.656413,-79.4074860,ticketmaster,,2025-11-08 23:30:00+00:00,16.48
LvZ18QGB4A12gTZZvkKDX,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-08T23:30:00Z,2025-11-08,18:30:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 23:30:00+00:00,
LvZ18QGBq_Q2gTZZvkfnd,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-08T23:40:00Z,2025-11-08,18:40:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-08 23:40:00+00:00,
rZ7HnEZ1Af_f_d,TMU Bold vs Brock (Women's Basketball),https://www.ticketweb.ca/event/tmu-bold-vs-brock-womens-mattamy-athletic-centre-tickets/14654643,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Sports,Basketball,,9.0,14.0,CAD,Mattamy Athletic Centre,Toronto,ON,CA,43.662302,-79.379993,ticketmaster,,2025-11-09 00:00:00+00:00,9.0
rZ7HnEZ1Af4yZK,"St.Doval w/ Black Paint, Traumaqueen & Mild Thing",https://www.ticketweb.ca/event/stdoval-w-black-paint-traumaqueen-supermarket-tickets/14579013,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Music,Alternative,Alternative,16.48,16.48,CAD,Supermarket,Toronto,ON,CA,43.656580,-79.403230,ticketmaster,,2025-11-09 00:00:00+00:00,16.48
rZ7HnEZ1Af4w_S,"Killer Priest - Judas Priest Tribute, love it to death- Alice Cooper tribute, Ozzy Experience / Tribute To Ozzy",https://www.ticketweb.ca/event/killer-priest-judas-the-rockpile-bar-nightclub-tickets/14572673,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Music,Metal,Metal,23.1,23.1,CAD,The Rockpile Bar & Nightclub,Toronto,ON,CA,43.629420,-79.548931,ticketmaster,,2025-11-09 00:00:00+00:00,23.1
rZ7HnEZ1AffEad,Ken Yates,https://www.ticketweb.ca/event/ken-yates-drake-underground-tickets/14527243,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Music,Pop,Singer-Songwriter,29.51,29.51,CAD,Drake Underground,Toronto,ON,CA,43.643290,-79.424630,ticketmaster,,2025-11-09 00:00:00+00:00,29.51
rZ7HnEZ1Aff_FN,Kathleen Edwards,https://www.ticketweb.ca/event/kathleen-edwards-the-bronson-tickets/14519223,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Music,Rock,Pop,55.12,67.86,CAD,The Bronson,Ottawa,ON,CA,45.413630,-75.706400,ticketmaster,,2025-11-09 00:00:00+00:00,55.12
16tZkG4ekZA8vGG1,Rock with Love: Toronto's Biggest and Best Cover Band,https://www.ticketweb.ca/event/rock-with-love-torontos-biggest-the-opera-house-tickets/14506553?REFERRAL_ID=tmfeed,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Music,Rock,Pop,,,,The Opera House,Toronto,ON,CA,43.65900020,-79.34877430,ticketmaster,,2025-11-09 00:00:00+00:00,
16vZZbwfZG7nJ2i,sosocamo: No Service Tour,https://www.ticketmaster.ca/sosocamo-no-service-tour-toronto-ontario-11-08-2025/event/1000632500AA63EC,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Music,Hip-Hop/Rap,French Rap,,,,Hard Luck Bar,Toronto,ON,CA,43.65211100,-79.40753700,ticketmaster,,2025-11-09 00:00:00+00:00,
177ZvxG62riVd5H,REMEMBRANCE DAY GAME | Toronto Maple Leafs v Boston Bruins,https://www.ticketmaster.ca/remembrance-day-game-toronto-maple-leafs-toronto-ontario-11-08-2025/event/100062F7ACD032FC,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Sports,Hockey,NHL,,,,Scotiabank Arena,Toronto,ON,CA,43.64392540,-79.37832340,ticketmaster,,2025-11-09 00:00:00+00:00,
177ZvxG65BHEV8-,Atsuko Okatsuka: The Big Bowl Tour,https://www.ticketmaster.ca/atsuko-okatsuka-the-big-bowl-tour-toronto-ontario-11-08-2025/event/100062BEBC9F4421,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Arts & Theatre,Comedy,Comedy,,,,Meridian Hall,Toronto,ON,CA,43.64681820,-79.37666570,ticketmaster,,2025-11-09 00:00:00+00:00,
177ZvxG6ue0Coiq,Liam St. John,https://www.ticketmaster.ca/liam-st-john-toronto-ontario-11-08-2025/event/100062D0A4391B1D,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Music,Blues,Blues,,,,The Mod Club (formerly known as The Axis Club),Toronto,ON,CA,43.65516550,-79.41906360,ticketmaster,,2025-11-09 00:00:00+00:00,
1A8Zka3GkdgndL7,The Wombats - Oh! The Ocean Tour,https://www.ticketmaster.ca/the-wombats-oh-the-ocean-tour-toronto-ontario-11-08-2025/event/10006252F5A837C4,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Music,Rock,Alternative Rock,,,,The Danforth Music Hall,Toronto,ON,CA,43.67644920,-79.35710140,ticketmaster,,2025-11-09 00:00:00+00:00,
1A8Zku0GkeD3_fI,Leafs Fan Access Plus Ups: Photos on the Bench Post-Game V,https://www.ticketmaster.ca/leafs-fan-access-plus-ups-photos-toronto-ontario-11-08-2025/event/10006364BB499528,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Miscellaneous,Undefined,Undefined,,,,Scotiabank Arena,Toronto,ON,CA,43.64392540,-79.37832340,ticketmaster,,2025-11-09 00:00:00+00:00,
1A8Zku0GkeD3yfm,Leafs Fan Access Plus Ups: Pre Game On-Ice Flag Bearer V,https://www.ticketmaster.ca/leafs-fan-access-plus-ups-pre-toronto-ontario-11-08-2025/event/10006364BB4B952E,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Miscellaneous,Undefined,Undefined,,,,Scotiabank Arena,Toronto,ON,CA,43.64392540,-79.37832340,ticketmaster,,2025-11-09 00:00:00+00:00,
1A8Zku0GkeDK_fY,Fan Plus Leafs Fan Access Plus Ups: Post Game On-Ice Photo V,https://www.ticketmaster.ca/fan-plus-leafs-fan-access-plus-toronto-ontario-11-08-2025/event/10006364BB4D9530,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Miscellaneous,Undefined,Undefined,,,,Scotiabank Arena,Toronto,ON,CA,43.64392540,-79.37832340,ticketmaster,,2025-11-09 00:00:00+00:00,
1A8Zku0GkeDKyfS,Leafs Fan Access Plus Ups: Penalty Box Experience - Warm-Up V,https://www.ticketmaster.ca/leafs-fan-access-plus-ups-penalty-toronto-ontario-11-08-2025/event/10006364BB4F9533,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Miscellaneous,Undefined,Undefined,,,,Scotiabank Arena,Toronto,ON,CA,43.64392540,-79.37832340,ticketmaster,,2025-11-09 00:00:00+00:00,
1k7Zv-OzGA2pYmB,HEP Canadian Show Jumping Championship/Mad Barn Indoor Eventing,https://www.ticketmaster.ca/hep-canadian-show-jumping-championshipmad-barn-toronto-ontario-11-08-2025/event/100061838F5B0BBA,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Sports,Equestrian,Equestrian,,,,Coca-Cola Coliseum,Toronto,ON,CA,43.63509680,-79.41572430,ticketmaster,,2025-11-09 00:00:00+00:00,
LvZ18QGB4A12gTZZvkKDT,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-09 00:00:00+00:00,
Z7r9jZ1A7_gqg,Austin Nasso,https://www.ticketmaster.com/event/Z7r9jZ1A7_gqg,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Undefined,,,,,,Comedy Bar - Danforth,Toronto,ON,CA,0,0,ticketmaster,,2025-11-09 00:00:00+00:00,
17G8vxG62QkJ-I4,Montreal Canadiens vs. Utah Mammoth,https://www.ticketmaster.ca/montreal-canadiens-vs-utah-mammoth-montreal-quebec-11-08-2025/event/310062F6869A1A15,2025-11-09T00:00:00Z,2025-11-08,19:00:00,Sports,Hockey,NHL,,,,Centre Bell,Montreal,QC,CA,45.49612900,-73.57047200,ticketmaster,,2025-11-09 00:00:00+00:00,
LvZ18QuMpgwcE18Z0Ionp,UBC Thunderbirds Basketball vs. UBCO Heat,https://www.universe.com/events/ubc-thunderbirds-basketball-vs-ubco-heat-tickets-HMXYJK?ref=ticketmaster,2025-11-09T00:00:00Z,2025-11-08,16:00:00,,,,,,,UBC - Thunderbird Stadium,Vancouver,BC,CA,49.26076450,-123.24218030,ticketmaster,,2025-11-09 00:00:00+00:00,
LvZ18QGBq_Q2gTZZvkfn7,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-09T00:10:00Z,2025-11-08,19:10:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-09 00:10:00+00:00,
rZ7HnEZ1AK0V00,"The Besnard Lakes, Living Hour",https://www.ticketweb.ca/event/the-besnard-lakes-living-hour-the-27-club-tickets/13934924,2025-11-09T00:30:00Z,2025-11-08,19:30:00,Music,Other,,25.72,25.72,CAD,The 27 Club,Ottawa,ON,CA,45.428061,-75.694058,ticketmaster,,2025-11-09 00:30:00+00:00,25.72
1AvZZbIGkXiqe3p,Sarah McLachlan: Fumbling Towards Ecstasy 30th Anniversary Tour,https://www.ticketmaster.ca/sarah-mclachlan-fumbling-towards-ecstasy-30th-toronto-ontario-11-08-2025/event/1000628FAC742496,2025-11-09T00:30:00Z,2025-11-08,19:30:00,Music,Rock,Pop,,,,Massey Hall,Toronto,ON,CA,43.65418690,-79.37899750,ticketmaster,,2025-11-09 00:30:00+00:00,
1AvZZbwGkm-jsY3,Dance Along The Silk Road,https://www.ticketmaster.ca/dance-along-the-silk-road-toronto-ontario-11-08-2025/event/1000632BA1731C12,2025-11-09T00:30:00Z,2025-11-08,19:30:00,Arts & Theatre,Dance,Dance,,,,Meridian Arts Centre: Lyric Theatre,Toronto,ON,CA,43.76603100,-79.41437500,ticketmaster,,2025-11-09 00:30:00+00:00,
LvZ18QGB4A12gTZZvkKHZ,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-09T00:30:00Z,2025-11-08,19:30:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-09 00:30:00+00:00,
1Ad7ZbtGkyh-sZ9,François Bellefeuille - Sauvage,https://www.ticketmaster.ca/francois-bellefeuille-sauvage-montreal-quebec-11-08-2025/event/3100629E5B871017,2025-11-09T00:30:00Z,2025-11-08,19:30:00,Arts & Theatre,Comedy,Comedy,,,,CABARET DU CASINO DE MONTREAL,Montreal,QC,CA,45.50670840,-73.52595120,ticketmaster,,2025-11-09 00:30:00+00:00,
17G8vxG6unLSeEr,Mrs. Doubtfire,https://www.ticketmaster.ca/mrs-doubtfire-ottawa-ontario-11-08-2025/event/310062DA9FCC29DE,2025-11-09T00:30:00Z,2025-11-08,19:30:00,Arts & Theatre,Theatre,Musical,,,,National Arts Centre / Centre national des Arts,Ottawa,ON,CA,45.42323700,-75.69222800,ticketmaster,,2025-11-09 00:30:00+00:00,
LvZ18QGBq_Q2gTZZvkfnA,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-09T00:40:00Z,2025-11-08,19:40:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-09 00:40:00+00:00,
177ZvxG6GMnBfwO,Sammy Virji - North America Tour Part Two,https://www.ticketmaster.ca/sammy-virji-north-america-tour-part-toronto-ontario-11-08-2025/event/100062CDEAE94CA0,2025-11-09T01:00:00Z,2025-11-08,20:00:00,Music,Dance/Electronic,Witchstep,,,,History,Toronto,ON,CA,43.66684147,-79.31351149,ticketmaster,,2025-11-09 01:00:00+00:00,
177ZvxG6GURp3qG,Romesh Ranganathan,https://www.ticketmaster.ca/romesh-ranganathan-toronto-ontario-11-08-2025/event/100062CDAF59274C,2025-11-09T01:00:00Z,2025-11-08,20:00:00,Arts & Theatre,Comedy,Comedy,,,,The Elgin & Winter Garden Theatres,Toronto,ON,CA,43.65291940,-79.37945170,ticketmaster,,2025-11-09 01:00:00+00:00,
1A8Zk1_Gkd2HVWB,Gifts Of Life: Israeli Play Series - Without An Evil Eye,https://www.ticketmaster.ca/gifts-of-life-israeli-play-series-toronto-ontario-11-08-2025/event/10006299CFF34F7A,2025-11-09T01:00:00Z,2025-11-08,20:00:00,Arts & Theatre,Theatre,Drama,,,,Meridian Arts Centre: Greenwin Theatre,Toronto,ON,CA,43.76605800,-79.41449500,ticketmaster,,2025-11-09 01:00:00+00:00,
LvZ18QGB4A12gTZZvkKHv,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-09T01:00:00Z,2025-11-08,20:00:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-09 01:00:00+00:00,
17G8vxG62J8Uew7,Lil Tecca,https://www.ticketmaster.ca/lil-tecca-montreal-quebec-11-08-2025/event/310062F990D82C84,2025-11-09T01:00:00Z,2025-11-08,20:00:00,Music,Hip-Hop/Rap,French Rap,,,,L'Olympia,Montreal,QC,CA,45.51701000,-73.55687400,ticketmaster,,2025-11-09 01:00:00+00:00,
1Ad7ZbIGkl8R0Mj,Durand Jones & The Indications - Flowers Tour 2025,https://www.ticketmaster.ca/durand-jones-the-indications-flowers-tour-montreal-quebec-11-08-2025/event/3100628AD0BE4DDC,2025-11-09T01:00:00Z,2025-11-08,20:00:00,Music,R&B,Soul,,,,Théâtre Beanfield,Montreal,QC,CA,45.48286700,-73.57497300,ticketmaster,,2025-11-09 01:00:00+00:00,
LvZ18Q7lcwoRnGOZ-2pwE,KERALA DUST,https://www.universe.com/events/kerala-dust-tickets-SWG0ND?ref=ticketmaster,2025-11-09T01:00:00Z,2025-11-08,20:00:00,,,,,,,Fairmount Theatre,Montreal,QC,CA,45.52055000,-73.59846000,ticketmaster,,2025-11-09 01:00:00+00:00,
LvZ18QGBq_Q2gTZZvkfnk,DARKFIELD: FLIGHT | TORONTO,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,2025-11-09T01:10:00Z,2025-11-08,20:10:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-09 01:10:00+00:00,
rZ7HnEZ1AfaY0S,DURRY - Your Friend From The Real World Tour w/ Vial,https://www.ticketweb.ca/event/durry-your-friend-lees-palace-tickets/14270933,2025-11-09T01:30:00Z,2025-11-08,20:30:00,Music,Alternative,Alternative,33.3,33.3,CAD,Lee's Palace,Toronto,ON,CA,43.665249,-79.409447,ticketmaster,,2025-11-09 01:30:00+00:00,33.3
rZ7HnEZ1AfpafN,Music That Moves in Support of MusiCounts presents BURTON CUMMINGS,https://www.ticketweb.ca/event/music-that-moves-in-support-under-the-neon-palms-at-tickets/14589523,2025-11-09T01:30:00Z,2025-11-08,20:30:00,Music,Rock,Pop,243.41,359.52,CAD,Under the Neon Palms at the El Mocambo,Toronto,ON,CA,43.657580,-79.400200,ticketmaster,,2025-11-09 01:30:00+00:00,243.41
LvZ18QGB4A12gTZZvkKHe,DARKFIELD: SÉANCE | TORONTO,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,2025-11-09T01:30:00Z,2025-11-08,20:30:00,Arts & Theatre,Multimedia,Multimedia,,,,STACKT Market,Toronto,ON,CA,43.64095700,-79.40217000,ticketmaster,,2025-11-09 01:30:00+00:00,
1AsZkG4Gkd2-e4I,Disco Queen Live,https://www.ticketmaster.ca/disco-queen-live-montreal-quebec-11-08-2025/event/31006315CF842568,2025-11-09T01:30:00Z,2025-11-08,20:30:00,Music,Dance/Electronic,Witchstep,,,,Le Balcon,Montreal,QC,CA,45.50601053,-73.56700723,ticketmaster,,2025-11-09 01:30:00+00:00,
