City,Check-in,Check-out,Hotel Name,Location,Rating,Price,URL
Mumbai,2025-12-01,2025-12-03,The Lalit Mumbai,"Western Suburbs, Mumbai (Andheri)","Scored 7.97.9Good1,630 reviews",CAD 516,https://www.booking.comhttps://www.booking.com/hotel/in/the-lalit-mumbai.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AuPC6ccGwAIB0gIkYzY1YTVjMjUtZGE3NS00ODZjLWE5ZDMtZjcyNDU5OGU1NzJm2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=adca78b19ea102c6&srepoch=1761239396&all_sr_blocks=17193101_415072048_2_42_0&highlighted_blocks=17193101_415072048_2_42_0&matching_block_id=17193101_415072048_2_42_0&sr_pri_blocks=17193101_415072048_2_42_0__3243600&from=searchresults
Mumbai,2025-12-01,2025-12-03,Taj Lands End,"Bandra, Mumbai (Western Suburbs)","Scored 8.48.4Very good2,952 reviews",CAD 875,https://www.booking.comhttps://www.booking.com/hotel/in/taj-lands-end.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AuPC6ccGwAIB0gIkYzY1YTVjMjUtZGE3NS00ODZjLWE5ZDMtZjcyNDU5OGU1NzJm2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=adca78b19ea102c6&srepoch=1761239396&all_sr_blocks=7472201_364461997_2_42_0&highlighted_blocks=7472201_364461997_2_42_0&matching_block_id=7472201_364461997_2_42_0&sr_pri_blocks=7472201_364461997_2_42_0__5500000&from=searchresults
Mumbai,2025-12-01,2025-12-03,"ITC Grand Central, a Luxury Collection Hotel, Mumbai","Central, Mumbai (Central)","Scored 8.78.7Fabulous1,306 reviews",CAD 700,https://www.booking.comhttps://www.booking.com/hotel/in/itc-grand-central-mumbai.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AuPC6ccGwAIB0gIkYzY1YTVjMjUtZGE3NS00ODZjLWE5ZDMtZjcyNDU5OGU1NzJm2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=adca78b19ea102c6&srepoch=1761239396&all_sr_blocks=47327611_246431510_0_41_0&highlighted_blocks=47327611_246431510_0_41_0&matching_block_id=47327611_246431510_0_41_0&sr_pri_blocks=47327611_246431510_0_41_0__4400000&from_sustainable_property_sr=1&from=searchresults
Mumbai,2025-12-01,2025-12-03,YWCA International Centre,"Colaba, Mumbai (Mumbai Historical And Heritage)",Scored 8.48.4Very good218 reviews,CAD 178,https://www.booking.comhttps://www.booking.com/hotel/in/ywca-international-centre.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AuPC6ccGwAIB0gIkYzY1YTVjMjUtZGE3NS00ODZjLWE5ZDMtZjcyNDU5OGU1NzJm2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=adca78b19ea102c6&srepoch=1761239396&all_sr_blocks=373068705_266488278_0_17_0&highlighted_blocks=373068705_266488278_0_17_0&matching_block_id=373068705_266488278_0_17_0&sr_pri_blocks=373068705_266488278_0_17_0__1121200&from=searchresults
Mumbai,2025-12-01,2025-12-03,Orbit Serviced Apartments,"Khar, Mumbai (Western Suburbs)",Scored 9.49.4Superb47 reviews,CAD 477,https://www.booking.comhttps://www.booking.com/hotel/in/orbit-serviced-apartments.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AuPC6ccGwAIB0gIkYzY1YTVjMjUtZGE3NS00ODZjLWE5ZDMtZjcyNDU5OGU1NzJm2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=adca78b19ea102c6&srepoch=1761239396&all_sr_blocks=1285882604_405621478_2_0_0&highlighted_blocks=1285882604_405621478_2_0_0&matching_block_id=1285882604_405621478_2_0_0&sr_pri_blocks=1285882604_405621478_2_0_0__3000000&from=searchresults
Mumbai,2025-12-01,2025-12-03,Hotel Suba International Sahar Road Mumbai,"Western Suburbs, Mumbai (Andheri)","Scored 8.68.6Fabulous1,051 reviews",CAD 292,https://www.booking.comhttps://www.booking.com/hotel/in/suba-international.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AuPC6ccGwAIB0gIkYzY1YTVjMjUtZGE3NS00ODZjLWE5ZDMtZjcyNDU5OGU1NzJm2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=adca78b19ea102c6&srepoch=1761239396&all_sr_blocks=26645403_402814732_2_42_0_907139&highlighted_blocks=26645403_402814732_2_42_0_907139&matching_block_id=26645403_402814732_2_42_0_907139&sr_pri_blocks=26645403_402814732_2_42_0_907139_1833543&from=searchresults
Mumbai,2025-12-01,2025-12-03,Holiday Inn Mumbai International Airport by IHG,"Western Suburbs, Mumbai (Andheri)","Scored 8.38.3Very good1,359 reviews",CAD 367,https://www.booking.comhttps://www.booking.com/hotel/in/holiday-inn-mumbai-international-airport.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AuPC6ccGwAIB0gIkYzY1YTVjMjUtZGE3NS00ODZjLWE5ZDMtZjcyNDU5OGU1NzJm2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=adca78b19ea102c6&srepoch=1761239396&all_sr_blocks=24246014_94361716_2_42_0&highlighted_blocks=24246014_94361716_2_42_0&matching_block_id=24246014_94361716_2_42_0&sr_pri_blocks=24246014_94361716_2_42_0__2305300&from=searchresults
Mumbai,2025-12-01,2025-12-03,"Aurika, Mumbai International Airport - Luxury by Lemon Tree Hotels","Western Suburbs, Mumbai (Andheri)","Scored 8.58.5Very good1,174 reviews",CAD 406,https://www.booking.comhttps://www.booking.com/hotel/in/aurika-mumbai-skycity.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AuPC6ccGwAIB0gIkYzY1YTVjMjUtZGE3NS00ODZjLWE5ZDMtZjcyNDU5OGU1NzJm2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=adca78b19ea102c6&srepoch=1761239396&all_sr_blocks=1067986101_418806913_2_0_0_1187750&highlighted_blocks=1067986101_418806913_2_0_0_1187750&matching_block_id=1067986101_418806913_2_0_0_1187750&sr_pri_blocks=1067986101_418806913_2_0_0_1187750_2549970&from=searchresults
Mumbai,2025-12-01,2025-12-03,ibis Mumbai Vikhroli - An Accor Brand,"Central Suburbs, Mumbai (Central Suburbs)",Scored 7.77.7Good690 reviews,CAD 239,https://www.booking.comhttps://www.booking.com/hotel/in/ibis-mumbai-vikhroli.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AuPC6ccGwAIB0gIkYzY1YTVjMjUtZGE3NS00ODZjLWE5ZDMtZjcyNDU5OGU1NzJm2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=adca78b19ea102c6&srepoch=1761239396&all_sr_blocks=778169801_336162409_2_42_0&highlighted_blocks=778169801_336162409_2_42_0&matching_block_id=778169801_336162409_2_42_0&sr_pri_blocks=778169801_336162409_2_42_0__1504500&from_sustainable_property_sr=1&from=searchresults
Mumbai,2025-12-01,2025-12-03,Hilton Mumbai International Airport Hotel,"Western Suburbs, Mumbai (Andheri)","Scored 8.78.7Fabulous2,137 reviews",CAD 559,https://www.booking.comhttps://www.booking.com/hotel/in/hilton-mumbai-international-airport.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AuPC6ccGwAIB0gIkYzY1YTVjMjUtZGE3NS00ODZjLWE5ZDMtZjcyNDU5OGU1NzJm2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=adca78b19ea102c6&srepoch=1761239396&all_sr_blocks=28362414_94393093_2_41_0&highlighted_blocks=28362414_94393093_2_41_0&matching_block_id=28362414_94393093_2_41_0&sr_pri_blocks=28362414_94393093_2_41_0__3510000&from_sustainable_property_sr=1&from=searchresults
Mumbai,2025-12-01,2025-12-03,Novotel Mumbai Juhu Beach,"Juhu, Mumbai (Western Suburbs)","Scored 6.26.2Review score1,976 reviews",CAD 541,https://www.booking.comhttps://www.booking.com/hotel/in/novotel-mumbai-juhu-beach.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AuPC6ccGwAIB0gIkYzY1YTVjMjUtZGE3NS00ODZjLWE5ZDMtZjcyNDU5OGU1NzJm2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-01&checkout=2025-12-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=adca78b19ea102c6&srepoch=1761239396&all_sr_blocks=19160501_95454962_2_17_0&highlighted_blocks=19160501_95454962_2_17_0&matching_block_id=19160501_95454962_2_17_0&sr_pri_blocks=19160501_95454962_2_17_0__3400000&from=searchresults
Mumbai,2025-12-06,2025-12-08,"The Taj Mahal Tower, Mumbai","Colaba, Mumbai (Mumbai Historical And Heritage)","Scored 9.29.2Superb5,224 reviews",CAD 700,https://www.booking.comhttps://www.booking.com/hotel/in/the-taj-mahal-palace-tower.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=7471705_158036154_2_42_0_1203456&highlighted_blocks=7471705_158036154_2_42_0_1203456&matching_block_id=7471705_158036154_2_42_0_1203456&sr_pri_blocks=7471705_158036154_2_42_0_1203456_4400000&from=searchresults
Mumbai,2025-12-06,2025-12-08,The Leela Mumbai,"Western Suburbs, Mumbai (Andheri)","Scored 9.09.0Superb3,672 reviews",CAD 532,https://www.booking.comhttps://www.booking.com/hotel/in/the-leela-mumbai.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=24995130_421825558_2_42_0&highlighted_blocks=24995130_421825558_2_42_0&matching_block_id=24995130_421825558_2_42_0&sr_pri_blocks=24995130_421825558_2_42_0__3344000&from=searchresults
Mumbai,2025-12-06,2025-12-08,Hyatt Centric Juhu Mumbai,"Juhu, Mumbai (Western Suburbs)",Scored 8.28.2Very good722 reviews,CAD 446,https://www.booking.comhttps://www.booking.com/hotel/in/hyatt-centric-juhu-mumbai.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=858132204_360467152_2_2_0_44885&highlighted_blocks=858132204_360467152_2_2_0_44885&matching_block_id=858132204_360467152_2_2_0_44885&sr_pri_blocks=858132204_360467152_2_2_0_44885_2800000&from=searchresults
Mumbai,2025-12-06,2025-12-08,Radisson Blu Mumbai International Airport,"Western Suburbs, Mumbai (Andheri)","Scored 9.09.0Superb2,742 reviews",CAD 382,https://www.booking.comhttps://www.booking.com/hotel/in/radisson-blu-mumbai-international-airport.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=683218601_279330376_2_42_0&highlighted_blocks=683218601_279330376_2_42_0&matching_block_id=683218601_279330376_2_42_0&sr_pri_blocks=683218601_279330376_2_42_0__2399800&from=searchresults
Mumbai,2025-12-06,2025-12-08,Holiday Inn Mumbai International Airport by IHG,"Western Suburbs, Mumbai (Andheri)","Scored 8.38.3Very good1,359 reviews",CAD 289,https://www.booking.comhttps://www.booking.com/hotel/in/holiday-inn-mumbai-international-airport.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=24246019_94361716_2_42_0&highlighted_blocks=24246019_94361716_2_42_0&matching_block_id=24246019_94361716_2_42_0&sr_pri_blocks=24246019_94361716_2_42_0__1815000&from=searchresults
Mumbai,2025-12-06,2025-12-08,"ITC Grand Central, a Luxury Collection Hotel, Mumbai","Central, Mumbai (Central)","Scored 8.78.7Fabulous1,306 reviews",CAD 573,https://www.booking.comhttps://www.booking.com/hotel/in/itc-grand-central-mumbai.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=47327611_246431510_0_41_0&highlighted_blocks=47327611_246431510_0_41_0&matching_block_id=47327611_246431510_0_41_0&sr_pri_blocks=47327611_246431510_0_41_0__3600000&from_sustainable_property_sr=1&from=searchresults
Mumbai,2025-12-06,2025-12-08,Trident Nariman Point,"Nariman Point, Mumbai (Nariman Point)","Scored 8.98.9Fabulous4,505 reviews",CAD 645,https://www.booking.comhttps://www.booking.com/hotel/in/trident-nariman-point.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=7879403_88871784_2_2_0&highlighted_blocks=7879403_88871784_2_2_0&matching_block_id=7879403_88871784_2_2_0&sr_pri_blocks=7879403_88871784_2_2_0__4050000&from=searchresults
Mumbai,2025-12-06,2025-12-08,"Aurika, Mumbai International Airport - Luxury by Lemon Tree Hotels","Western Suburbs, Mumbai (Andheri)","Scored 8.58.5Very good1,174 reviews",CAD 291,https://www.booking.comhttps://www.booking.com/hotel/in/aurika-mumbai-skycity.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=1067986101_418806913_2_0_0_1187750&highlighted_blocks=1067986101_418806913_2_0_0_1187750&matching_block_id=1067986101_418806913_2_0_0_1187750&sr_pri_blocks=1067986101_418806913_2_0_0_1187750_1827360&from=searchresults
Mumbai,2025-12-06,2025-12-08,Novotel Mumbai International Airport,"Western Suburbs, Mumbai (Andheri)","Scored 8.58.5Very good2,206 reviews",CAD 350,https://www.booking.comhttps://www.booking.com/hotel/in/novotel-mumbai-international-airport.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=936061202_394961741_2_42_0&highlighted_blocks=936061202_394961741_2_42_0&matching_block_id=936061202_394961741_2_42_0&sr_pri_blocks=936061202_394961741_2_42_0__2199800&from_sustainable_property_sr=1&from=searchresults
Mumbai,2025-12-06,2025-12-08,Novotel Mumbai Juhu Beach,"Juhu, Mumbai (Western Suburbs)","Scored 6.26.2Review score1,976 reviews",CAD 479,https://www.booking.comhttps://www.booking.com/hotel/in/novotel-mumbai-juhu-beach.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=19160501_95454962_2_17_0&highlighted_blocks=19160501_95454962_2_17_0&matching_block_id=19160501_95454962_2_17_0&sr_pri_blocks=19160501_95454962_2_17_0__3010000&from=searchresults
Mumbai,2025-12-06,2025-12-08,Residency Hotel Fort,"South Mumbai, Mumbai (Mumbai Historical And Heritage)","Scored 8.68.6Fabulous2,576 reviews",CAD 338,https://www.booking.comhttps://www.booking.com/hotel/in/residency-mumbai.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=24809401_399037522_2_1_0&highlighted_blocks=24809401_399037522_2_1_0&matching_block_id=24809401_399037522_2_1_0&sr_pri_blocks=24809401_399037522_2_1_0__2123600&from=searchresults
Mumbai,2025-12-06,2025-12-08,Hotel Suba Galaxy Mumbai,"Western Suburbs, Mumbai (Andheri)",Scored 7.67.6Good713 reviews,CAD 207,https://www.booking.comhttps://www.booking.com/hotel/in/suba-galaxy.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=32855305_402814644_2_42_0_907165&highlighted_blocks=32855305_402814644_2_42_0_907165&matching_block_id=32855305_402814644_2_42_0_907165&sr_pri_blocks=32855305_402814644_2_42_0_907165_1300112&from=searchresults
Mumbai,2025-12-06,2025-12-08,Fairmont Mumbai,"Western Suburbs, Mumbai (Andheri)",Scored 9.09.0Superb197 reviews,CAD 525,https://www.booking.comhttps://www.booking.com/hotel/in/fairmont-mumbai.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=1358672213_408194179_2_0_0&highlighted_blocks=1358672213_408194179_2_0_0&matching_block_id=1358672213_408194179_2_0_0&sr_pri_blocks=1358672213_408194179_2_0_0__3300000&from=searchresults
Mumbai,2025-12-06,2025-12-08,ICONIQA Hotel Mumbai International Airport,"Western Suburbs, Mumbai (Andheri)",Scored 9.29.2Superb59 reviews,CAD 340,https://www.booking.comhttps://www.booking.com/hotel/in/iconiqa-mumbai-international-airport.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=1376961510_418401341_2_2_0&highlighted_blocks=1376961510_418401341_2_2_0&matching_block_id=1376961510_418401341_2_2_0&sr_pri_blocks=1376961510_418401341_2_2_0__2137671&from=searchresults
Mumbai,2025-12-06,2025-12-08,Fairfield by Marriott Mumbai International Airport,"Western Suburbs, Mumbai (Andheri)","Scored 8.48.4Very good2,037 reviews",CAD 333,https://www.booking.comhttps://www.booking.com/hotel/in/fairfield-by-marriott-mumbai-international-airport.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=885593505_358033732_0_41_0&highlighted_blocks=885593505_358033732_0_41_0&matching_block_id=885593505_358033732_0_41_0&sr_pri_blocks=885593505_358033732_0_41_0__2089800&from=searchresults
Mumbai,2025-12-06,2025-12-08,"The Ambassador, Marine Drive, Mumbai","Churchgate, Mumbai (Mumbai Historical And Heritage)",Scored 7.97.9Good440 reviews,CAD 446,https://www.booking.comhttps://www.booking.com/hotel/in/the-ambassador.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tdW1iYWlIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4AufC6ccGwAIB0gIkODBiYzA1OGMtNDY4ZC00MDE0LWJkYjQtYmE4MjcyYjJhMzIz2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-06&checkout=2025-12-08&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=6aa478b3f9bf0379&srepoch=1761239401&all_sr_blocks=26424903_415344809_2_42_0&highlighted_blocks=26424903_415344809_2_42_0&matching_block_id=26424903_415344809_2_42_0&sr_pri_blocks=26424903_415344809_2_42_0__2799840&from=searchresults
