City,Check-in,Check-out,Hotel Name,Location,Rating,Price,URL
Delhi,2025-12-11,2025-12-13,The Pearl Plaza Hotel - Walking Distance From New Delhi Railway Station and Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",Scored 8.68.6Fabulous309 reviews,CAD 69,https://www.booking.comhttps://www.booking.com/hotel/in/pearl-plaza-boutique.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCucPpxwbAAgHSAiRhNmJjMTg2MC03NmQ4LTQxZDktOTdhNS02N2FmYWZiMjg0NGXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-11&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=00bd78dce95d0261&srepoch=1761239482&all_sr_blocks=1233265801_395282871_2_42_0_761394&highlighted_blocks=1233265801_395282871_2_42_0_761394&matching_block_id=1233265801_395282871_2_42_0_761394&sr_pri_blocks=1233265801_395282871_2_42_0_761394_435136&from=searchresults
Delhi,2025-12-11,2025-12-13,Hotel Saina International - Near Connaught Place & New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","Scored 8.28.2Very good1,119 reviews",CAD 89,https://www.booking.comhttps://www.booking.com/hotel/in/the-saina-international-new-delhi.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCucPpxwbAAgHSAiRhNmJjMTg2MC03NmQ4LTQxZDktOTdhNS02N2FmYWZiMjg0NGXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-11&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=00bd78dce95d0261&srepoch=1761239482&all_sr_blocks=1065426601_378943036_0_2_0&highlighted_blocks=1065426601_378943036_0_2_0&matching_block_id=1065426601_378943036_0_2_0&sr_pri_blocks=1065426601_378943036_0_2_0__560000&from=searchresults
Delhi,2025-12-11,2025-12-13,Hotel Chanchal Deluxe - New Delhi Train Station,"Paharganj, New Delhi (Chandni Chowk)",Scored 8.48.4Very good333 reviews,CAD 54,https://www.booking.comhttps://www.booking.com/hotel/in/chanchal-deluxe-delhi.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCucPpxwbAAgHSAiRhNmJjMTg2MC03NmQ4LTQxZDktOTdhNS02N2FmYWZiMjg0NGXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-11&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=00bd78dce95d0261&srepoch=1761239482&all_sr_blocks=1393651101_411735866_2_0_0_1222285&highlighted_blocks=1393651101_411735866_2_0_0_1222285&matching_block_id=1393651101_411735866_2_0_0_1222285&sr_pri_blocks=1393651101_411735866_2_0_0_1222285_338550&from=searchresults
Delhi,2025-12-11,2025-12-13,Villa 33,"Hauz Khas, New Delhi",Scored 9.19.1Superb562 reviews,CAD 175,https://www.booking.comhttps://www.booking.com/hotel/in/villa-33.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCucPpxwbAAgHSAiRhNmJjMTg2MC03NmQ4LTQxZDktOTdhNS02N2FmYWZiMjg0NGXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-11&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=00bd78dce95d0261&srepoch=1761239482&all_sr_blocks=169265902_403128376_2_41_0_909089&highlighted_blocks=169265902_403128376_2_41_0_909089&matching_block_id=169265902_403128376_2_41_0_909089&sr_pri_blocks=169265902_403128376_2_41_0_909089_1100000&from=searchresults
Delhi,2025-12-11,2025-12-13,Park Plaza Shahdara,New Delhi,Scored 8.58.5Very good550 reviews,CAD 223,https://www.booking.comhttps://www.booking.com/hotel/in/park-plaza-shahdara.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCucPpxwbAAgHSAiRhNmJjMTg2MC03NmQ4LTQxZDktOTdhNS02N2FmYWZiMjg0NGXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-11&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=00bd78dce95d0261&srepoch=1761239482&all_sr_blocks=45702401_343153694_2_42_0&highlighted_blocks=45702401_343153694_2_42_0&matching_block_id=45702401_343153694_2_42_0&sr_pri_blocks=45702401_343153694_2_42_0__1400000&from=searchresults
Delhi,2025-12-21,2025-12-23,Hotel Fairmount Plaza Near IGI,New Delhi,Scored 8.58.5Very good6 reviews,CAD 37,https://www.booking.comhttps://www.booking.com/hotel/in/alomax.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=1491062101_420767055_2_1_0&highlighted_blocks=1491062101_420767055_2_1_0&matching_block_id=1491062101_420767055_2_1_0&sr_pri_blocks=1491062101_420767055_2_1_0__232372&from=searchresults
Delhi,2025-12-21,2025-12-23,Hilton Garden Inn New Delhi/Saket,"Saket, New Delhi","Scored 7.87.8Good1,354 reviews",CAD 418,https://www.booking.comhttps://www.booking.com/hotel/in/hilton-garden-inn-new-delhi-saket.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=26668201_95460450_2_41_0_928081&highlighted_blocks=26668201_95460450_2_41_0_928081&matching_block_id=26668201_95460450_2_41_0_928081&sr_pri_blocks=26668201_95460450_2_41_0_928081_2625000&nad_id=4a4cd882-a47b-4660-94a7-b2372699c55b_0&nad_cpc=0.5&nad_track=eyJhdWN0aW9uRXBvY2giOjE3NjEyMzk0ODk2OTUsInJhbmsiOjEsImtvZGRpVHJhY2tpbmdJbmZvIjoiM3FPblplM3lrdW5lWEF2YTgrNkRJTkNoTlY3STU0MHY1NVcwbWd0NkNFbk9WWlRUWXZVdUM0Zld6aXlLdFAvM1h1WkJjK09MSndNSTdnOW5xSnZZUHI5VU5TVk1iWURCdEJLVGV3UkV5cEY2M2NQNmRrMVZhaHNnTGpLQUIzUTFqd1g5WFBBRnZFVC8rT0RVTitUZ05RTjFzNDY4dlZHOUFzNkR1ZTlTWGFlRnVhK3pxTlBWVUd1VUJ4a3M0bVc1U3oxM2hQOHRVdEZoWGpNWnkxZVRvbEZSelJ5UFdZM2IwTXVJd3kreDJjMFJYQnVQR0gyWjM5VUJERUl5MExJNDhpSjBwTUVySHRJYUlsSk1IU1BGb1dkWVlrNmRiS3FpUUpveURsTDVXRk5JdFRidmU2bzAzUGZxaG5mMUFNMml1bW01SHJBamVYRnNTalp6dlJWaGczNExvRWt6bE1OTWZnalpYaFRhajB4M3Rhd0VySUF6Z1d3bDhidEs2d0hWYlVRdHIyTUpHak1jTnhNRVVTakVGeGNEdjAycmpNNXVZUVFlR1IxR0ZHb1lpL3VLVXNFdEVNQkRVRnJtOWpIeWJ2Q25IL1FyTFI0Tmp3eDh5WmJMTWwyNkxTSjlXTGxtUWZCOGVINXJqQ2JKR09XMVllY3htWnRlZmovenJjMExLLzB1Rkd5RitCSmcrUUFIeUFJM3o0OFlJcm04NzdvMlJaT3JoK295ZEtyRHgzNUlWaXJpYjBmbzAxbm1NMWgvNDUzQnJYbFZjOWhCTnpaQXJQQ1hZUTlwaWNXVExLNUZ3ZUJhWFdSeUJqVUt0clJKQ25tanFQLzArSGNma0RNMG15UnY5ZDl4TWo1MXBSQzdSRUs1WHpUWkRpTUxVdFhCNVNvMVNTWUFMSkRwc3ZZcDQ4aWV6dlUvUmp3VjB5TGhMWFVCUkdqVDhpM0dWS2tQY1k5aTZ1U3Z1SEJreXhTTVYvelc2dzRrL3BpckFNWk5pRHBZc056VTF2MFd6VnhGdEZjd3gxc2F4aUl5dVlGa0ZzSVg4VGV5YWEzZCtVckhycDNrQ2ZKaGhBV2w1Q1BIVXR2a1FncW9wTlhDclExVUdCSlQ0SXllaGhsZnlmanc5alFmTi9IM2Q0NlZ3RkZFME9EMjUzcWxWaUd2cHJzNTFnUkordVd2MHArUFN5bG1kN0dMcnJmamVuRkNCWUYzdlFCQTNjSlI2TmRjOUtwZnp3NWNHdVhIU2NMTHVHWG9lM1BrM3QwTyt4d1QyNm1BZUxzNy94WTdEak03dms1RGxqTGpCS2FJTTNiTkFXSGk3d1VMcUFneWJ0c2ZCWjIza3hLalpBbGJmQ2JweGFDV2VrMGlucHpuTDB0TndHSXZzb2NZbmdSaDY2RkdqSGxFTUpEbE9ZRDBzRmUxUkFLcWZVNjN6V0RFbGVUZG1aTEd0RUNFZ2RudzZHak1DczJUUVRpRkN6SXZjZGYzMlRVZzVBVlo0NHhLNjBXb00zWDVrL0RJN2lkTWdIaG42dmtXeE8rS0UzZGlYLzVWeGJaS2xYMHh6OUg0NjRBNGRlS3dvUlpWMnFjNmJaUzI5dUhFTlJIYlIrRVlrT3JhU0w1a0lTa0xid2s1K01aYWFid21RbjJrcE9HL2pjZE1TRFVueGJPaGNxNm9GUkpJVUtUMm1IN2NWUnJGYWRTa1VhMWxvU3BySUc3R1laOE04RmJON2QvbVJqK0dUK2c0Q3RscmdtNWhjL2xkUHpzZXhBdm9uRHRXTFFUQkxZTFRGVUhUWnUwNERXa0NLSmoyLzh2bXdMYVVKVHZuVFpRM1NTMk9QQ3o2ZHp0VjQ1azJ1Yit6aDYxaUxwMjdneFA0RHZLSWZSZkNtNUt2TGY3VmdtQUZtUDVJOEZrd29kN0FTYmY3WVpVZlVXRGVJVEtrWjZhMnFQM25tWnFOV1I1U3JBRVZsVS9hVnU5MWpTMjhWSEs2K1BpUVNvMmFZSnNTNmpXdjJyYXlmK1I1Zk5RRjg0Z3VzaDkxV1o1cFR0Tk5SOGFRbjN6K0J6UC9UK1FKeDczTWFnelNaNDRteTVkRWRPTTdWSDJtMnd1OVhBd2NqQWJsTkhYUEh0Zmh2U2RXNlpOY2FLN25URDVzaUVVOXdTdUZnS1pLenpMeCtTSzRNR29jWXhDb3dHdXpiWVBkbUtnZ0ZYZUhLSVVvV2tWZldPSTEyWGs2N3Jya29vbHoxUnVWekRCZnJXQkN6ZnhaQ1UvZlIxanIyeGpLb1hkY1hKcWhZbWxhdGJaRTZ6TU5CdSsyZ2thMlpzdnpSM1Eyak1wVFZ1NnJUTlRIY09iNU5rZFgxTTBZUFZsdldZOFlzYitOcXNzTGNZamZERkhxU09QU2szMlJxTXNCcldZaHcydDRWWGhkNG9NRmZWK3Vvc1NwTENJYWFHMSsydTQrRmV2RjdJQ2pkd0U5NUwrTXZ0RVNpU2F4b1JndkJ5WjVuNHdXWS9sRmhhNGRsR0FmVHBHT3FHSzF0Q2Iwc09Ici83OGlRR1E4WklyU0lIYnlxaVdJQm9mYjFaOTJKamsySkRVUzk4MWVFU0IwVXoycGNMYnN2QUJYVlJCRjZBU1dwSGxBRXFvUHd5UlJGeEdjNjI5OHYxYWdCZVkvM2NGb094cWY5bk9BYUNxYWliOWpQMXdXbHhCNW00Sk8rK2JETHhNUllyUXpObVJhMUVCNFRWUHEwbEJ5RVBIUUlxVnBGTmE3NjhoT2VjTC9MZTZZYlhZclJjNGpwRnhpR2liczZyK29PekN2bUJuVUR0bXpCNjAzcFNNZStTd2ZHMUJpN2dKNDZQYm5qbTdkWVhEKzdVMUtCMjRoT3RuVlFlc21WeGxqeTRWdUQvbytaTXVaNmhtTXNwYW1qKzhGb3pCUnpyaE1YYjI5STRuODh1Y2tzcTFDL21IeUpnUHhVZElwRHJsK2J4cUg0KzdJMGhNOTc3N1d1N0h4V1NGdWFITnJlRFRPdlpuUDdOb2UrMklXTlB6MjYyekkxTCt0ZUhmaDErTFUxVUpUdVlqOEg4cnc2VVIzYnRlaEJwVHBGM0VZTmNPRFZwTFNDWi9jNHZnbWMzTkVBcXpDNUo2Y0x4MTlFRGl0dEJSWVJ1dFNZOFBPdE5rS2VydUdBd1pUbFQ0NElWTnJXVEQ0TTRWaURxM3J4ZEFlTTh2dFZqRmhVOEpJUmFwbGh1MXlEVTJ4MXpFZWFmR21tYXdjdWV4N2lRdFh6Wjc5WDhiNDl5akdNZz09In0%3D&nad_placement=SR_MAIN&from_sustainable_property_sr=1&from=searchresults
Delhi,2025-12-21,2025-12-23,The Leela Ambience Convention Hotel Delhi,New Delhi,"Scored 8.78.7Fabulous2,059 reviews",CAD 332,https://www.booking.comhttps://www.booking.com/hotel/in/the-leela-ambience-convention-hotel-delhi.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=43487720_88882269_2_41_0&highlighted_blocks=43487720_88882269_2_41_0&matching_block_id=43487720_88882269_2_41_0&sr_pri_blocks=43487720_88882269_2_41_0__2088000&from=searchresults
Delhi,2025-12-21,2025-12-23,Holiday Inn New Delhi Aerocity by IHG,"Aerocity, New Delhi (Aerocity)","Scored 9.19.1Superb7,475 reviews",CAD 449,https://www.booking.comhttps://www.booking.com/hotel/in/holiday-inn-new-delhi-international-airport.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=76970639_94506140_2_42_0&highlighted_blocks=76970639_94506140_2_42_0&matching_block_id=76970639_94506140_2_42_0&sr_pri_blocks=76970639_94506140_2_42_0__2820400&from=searchresults
Delhi,2025-12-21,2025-12-23,Radisson Blu Plaza Delhi Airport,"Mahipalpur, New Delhi","Scored 8.98.9Fabulous7,483 reviews",CAD 392,https://www.booking.comhttps://www.booking.com/hotel/in/radisson-new-delhi.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=25429004_94367671_2_42_0&highlighted_blocks=25429004_94367671_2_42_0&matching_block_id=25429004_94367671_2_42_0&sr_pri_blocks=25429004_94367671_2_42_0__2462724&from=searchresults
Delhi,2025-12-21,2025-12-23,BLESS INN - Near Connaught Place,"Paharganj, New Delhi (Chandni Chowk)","Scored 8.48.4Very good1,245 reviews",CAD 91,https://www.booking.comhttps://www.booking.com/hotel/in/bless-inn-new-delhi1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=769646501_390857682_2_42_0_1208719&highlighted_blocks=769646501_390857682_2_42_0_1208719&matching_block_id=769646501_390857682_2_42_0_1208719&sr_pri_blocks=769646501_390857682_2_42_0_1208719_571200&from=searchresults
Delhi,2025-12-21,2025-12-23,Hotel City Star - Free Airport Pickup,"Paharganj, New Delhi (Chandni Chowk)","Scored 8.58.5Very good1,066 reviews",CAD 134,https://www.booking.comhttps://www.booking.com/hotel/in/chanchal-deluxe-new-delhi.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=30830101_419188079_2_41_0_903251&highlighted_blocks=30830101_419188079_2_41_0_903251&matching_block_id=30830101_419188079_2_41_0_903251&sr_pri_blocks=30830101_419188079_2_41_0_903251_840000&from=searchresults
Delhi,2025-12-21,2025-12-23,Hyatt Regency Delhi,New Delhi,"Scored 8.48.4Very good1,209 reviews",CAD 395,https://www.booking.comhttps://www.booking.com/hotel/in/hyatt-regency-delhi.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=34266561_335375087_2_42_0&highlighted_blocks=34266561_335375087_2_42_0&matching_block_id=34266561_335375087_2_42_0&sr_pri_blocks=34266561_335375087_2_42_0__2480000&from=searchresults
Delhi,2025-12-21,2025-12-23,Hotel Namaste Hindustan Just a Minute Away From New Delhi Railway Station and Connaught place,"Paharganj, New Delhi (Chandni Chowk)","Scored 8.98.9Fabulous1,621 reviews",CAD 184,https://www.booking.comhttps://www.booking.com/hotel/in/namaste-hindustan-just-a-minute-away-from-new-delhi-railway-station.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=1295786401_403190738_2_42_0_1209731&highlighted_blocks=1295786401_403190738_2_42_0_1209731&matching_block_id=1295786401_403190738_2_42_0_1209731&sr_pri_blocks=1295786401_403190738_2_42_0_1209731_1155000&from=searchresults
Delhi,2025-12-21,2025-12-23,"Hotel City Pride - City Centre, with Free Airport Pickup","Paharganj, New Delhi (Chandni Chowk)","Scored 8.48.4Very good2,009 reviews",CAD 130,https://www.booking.comhttps://www.booking.com/hotel/in/ritz-new-delhi.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=546171401_415402020_0_1_0_1184811&highlighted_blocks=546171401_415402020_0_1_0_1184811&matching_block_id=546171401_415402020_0_1_0_1184811&sr_pri_blocks=546171401_415402020_0_1_0_1184811_817600&from=searchresults
Delhi,2025-12-21,2025-12-23,"Andaz Delhi, by Hyatt","Aerocity, New Delhi (Aerocity)","Scored 8.88.8Fabulous1,606 reviews",CAD 446,https://www.booking.comhttps://www.booking.com/hotel/in/andaz-delhi.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=209824102_269950369_2_2_0&highlighted_blocks=209824102_269950369_2_2_0&matching_block_id=209824102_269950369_2_2_0&sr_pri_blocks=209824102_269950369_2_2_0__2800000&from=searchresults
Delhi,2025-12-21,2025-12-23,"Hotel The Prime Balaji Deluxe, City Centre, With Free Airport Pickup","Paharganj, New Delhi (Chandni Chowk)","Scored 8.08.0Very good1,574 reviews",CAD 134,https://www.booking.comhttps://www.booking.com/hotel/in/the-prime-balaji-deluxe-new-delhi-railway-station.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=117775902_420182366_2_41_0_903252&highlighted_blocks=117775902_420182366_2_41_0_903252&matching_block_id=117775902_420182366_2_41_0_903252&sr_pri_blocks=117775902_420182366_2_41_0_903252_845000&from=searchresults
Delhi,2025-12-21,2025-12-23,Aloft New Delhi Aerocity,"Aerocity, New Delhi (Aerocity)","Scored 8.48.4Very good3,547 reviews",CAD 382,https://www.booking.comhttps://www.booking.com/hotel/in/aloft-new-delhi-aerocity.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=357060709_367963054_2_42_0&highlighted_blocks=357060709_367963054_2_42_0&matching_block_id=357060709_367963054_2_42_0&sr_pri_blocks=357060709_367963054_2_42_0__2400000&from=searchresults
Delhi,2025-12-21,2025-12-23,"Hotel The Pearl, City Center - Traveler's Choice Award Winner for 2025","Paharganj, New Delhi (Chandni Chowk)",Scored 8.38.3Very good228 reviews,CAD 168,https://www.booking.comhttps://www.booking.com/hotel/in/the-pearl-new-delhi2.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=1028858501_415231906_2_41_0_850065&highlighted_blocks=1028858501_415231906_2_41_0_850065&matching_block_id=1028858501_415231906_2_41_0_850065&sr_pri_blocks=1028858501_415231906_2_41_0_850065_1055583&from=searchresults
Delhi,2025-12-21,2025-12-23,Pullman New Delhi Aerocity,"Aerocity, New Delhi (Aerocity)","Scored 8.38.3Very good1,812 reviews",CAD 406,https://www.booking.comhttps://www.booking.com/hotel/in/pullman-new-delhi-aerocity.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9kZWxoaUgzWARoJ4gBAZgBM7gBCsgBBdgBA-gBAfgBAYgCAagCAbgCwcPpxwbAAgHSAiQ0YjljY2ZjOC03Yzg0LTRiYTUtYTUyOS1lNDlhZmZkYWFkMTnYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-21&checkout=2025-12-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=c7fb78e0bd5a003d&srepoch=1761239490&all_sr_blocks=127933320_335422528_2_42_0&highlighted_blocks=127933320_335422528_2_42_0&matching_block_id=127933320_335422528_2_42_0&sr_pri_blocks=127933320_335422528_2_42_0__2550900&from=searchresults
